@relation Training

@attribute COUNT numeric
@attribute "POWER SUPPLY VOLTAGE" numeric
@attribute CURRENT numeric
@attribute FREQUENCY numeric
@attribute "NOISE LEVEL" numeric
@attribute "OPERATING VOLTAGE RANGE" numeric


@data
125900 , 13.17 , 1.53 , 350 , 105.14 , 7.3 
126000 , 13.16 , 1.56 , 340 , 106.52 , 7.32 
126100 , 13.19 , 1.54 , 344 , 105.46 , 7.29 
126200 , 13.17 , 1.55 , 350 , 106.47 , 8.05 
126300 , 13.19 , 1.54 , 356 , 106.34 , 7.26 
126400 , 13.18 , 1.55 , 348 , 106.11 , 7.73 
126500 , 13.18 , 1.55 , 342 , 104.97 , 7.33 
126600 , 13.18 , 1.58 , 354 , 106.85 , 7.4 
126700 , 13.19 , 1.55 , 356 , 105.68 , 7.85 
126800 , 13.21 , 1.57 , 342 , 106.3 , 7.49 
126900 , 13.17 , 1.54 , 344 , 105.04 , 7.86 
127000 , 13.22 , 1.55 , 346 , 106.01 , 7.61 
127100 , 13.18 , 1.58 , 346 , 105.93 , 7.45 
127200 , 13.18 , 1.55 , 340 , 106.82 , 8.09 
127300 , 13.18 , 1.56 , 352 , 106.7 , 7.6 
127400 , 13.17 , 1.51 , 344 , 105.63 , 7.61 
127500 , 13.16 , 1.54 , 360 , 105.43 , 8.11 
127600 , 13.18 , 1.51 , 340 , 104.07 , 7.52 
127700 , 13.16 , 1.52 , 346 , 104.22 , 7.34 
127800 , 13.18 , 1.52 , 344 , 105.69 , 7.6 
127900 , 13.2 , 1.53 , 346 , 105.73 , 7.71 
128000 , 13.18 , 1.53 , 352 , 106.77 , 7.94 
128100 , 13.17 , 1.53 , 348 , 105.39 , 7.83 
128200 , 13.17 , 1.52 , 344 , 104.94 , 7.44 
128300 , 13.17 , 1.51 , 344 , 104.78 , 7.37 
128400 , 13.18 , 1.51 , 342 , 104.95 , 8.05 
128500 , 13.17 , 1.52 , 348 , 104.23 , 7.23 
128600 , 13.16 , 1.52 , 348 , 105.05 , 7.97 
128700 , 13.21 , 1.52 , 346 , 105.28 , 7.94 
128800 , 13.2 , 1.52 , 334 , 105.06 , 7.26 
128900 , 13.17 , 1.51 , 334 , 104.54 , 7.4 
129000 , 13.18 , 1.52 , 360 , 106.56 , 7.21 
129097 , 13.17 , 1.67 , 340 , 106.18 , 6.23 
129100 , 13.16 , 1.65 , 338 , 104.02 , 7.13 
129200 , 13.17 , 1.63 , 344 , 106.01 , 7.51 
129300 , 13.16 , 1.63 , 346 , 106.05 , 8 
129400 , 13.15 , 1.62 , 350 , 106.56 , 8.15 
129500 , 13.16 , 1.61 , 354 , 107.13 , 7.37 
129600 , 13.16 , 1.6 , 342 , 107.86 , 8.16 
129700 , 13.14 , 1.6 , 342 , 107.87 , 7.47 
129800 , 13.18 , 1.6 , 344 , 107.58 , 7.56 
129900 , 13.17 , 1.61 , 346 , 107.35 , 7.65 
130000 , 13.16 , 1.61 , 342 , 107.49 , 7.9 
130100 , 13.17 , 1.62 , 352 , 108.22 , 7.34 
130200 , 13.16 , 1.6 , 352 , 107.23 , 7.69 
130300 , 13.16 , 1.61 , 344 , 108.07 , 7.98 
130400 , 13.17 , 1.62 , 342 , 108.08 , 8.16 
130500 , 13.18 , 1.57 , 348 , 108.84 , 7.4 
130600 , 13.16 , 1.6 , 350 , 108.44 , 7.64 
130700 , 13.15 , 1.6 , 342 , 108.28 , 7.78 
130800 , 13.19 , 1.57 , 344 , 108.72 , 7.82 
130900 , 13.18 , 1.58 , 344 , 109.42 , 7.28 
131000 , 13.16 , 1.57 , 338 , 108.88 , 7.33 
131100 , 13.16 , 1.62 , 344 , 108.19 , 7.72 
131200 , 13.17 , 1.56 , 354 , 108.72 , 7.73 
131300 , 13.16 , 1.6 , 352 , 107.58 , 8.32 
131400 , 13.18 , 1.58 , 338 , 109.29 , 7.73 
131500 , 13.15 , 1.57 , 348 , 107.83 , 7.57 
131600 , 13.15 , 1.56 , 338 , 106.21 , 8.09 
131700 , 13.12 , 1.56 , 340 , 106.22 , 7.29 
131800 , 13.13 , 1.55 , 336 , 105.97 , 7.44 
131900 , 13.13 , 1.56 , 340 , 105.72 , 7.25 
132000 , 13.13 , 1.56 , 344 , 106.05 , 7.7 
132100 , 13.11 , 1.56 , 336 , 106.47 , 8.01 
132200 , 13.11 , 1.55 , 356 , 106.63 , 7.22 
132300 , 13.13 , 1.56 , 350 , 106.41 , 7.39 
132400 , 13.12 , 1.61 , 348 , 107.45 , 7.87 
132500 , 13.11 , 1.57 , 352 , 106.49 , 7.33 
132600 , 13.13 , 1.57 , 342 , 106.64 , 7.79 
132700 , 13.13 , 1.56 , 356 , 106.43 , 7.4 
132800 , 13.12 , 1.57 , 336 , 106.55 , 7.63 
132900 , 13.12 , 1.57 , 342 , 106.75 , 7.74 
133000 , 13.14 , 1.58 , 336 , 106.5 , 7.21 
133100 , 13.12 , 1.57 , 344 , 106.87 , 7.77 
133200 , 13.13 , 1.57 , 344 , 106.52 , 8.07 
133300 , 13.12 , 1.56 , 350 , 106.66 , 7.57 
133400 , 13.15 , 1.56 , 336 , 106.86 , 7.54 
133500 , 13.16 , 1.52 , 350 , 104.76 , 7.7 
133600 , 13.16 , 1.51 , 356 , 105.38 , 7.36 
133700 , 13.17 , 1.55 , 340 , 105.85 , 8.06 
133800 , 13.19 , 1.55 , 344 , 105.52 , 7.29 
133900 , 13.17 , 1.53 , 340 , 105.09 , 7.54 
134000 , 13.18 , 1.53 , 362 , 105.15 , 7.98 
134100 , 13.2 , 1.54 , 340 , 105.28 , 8.24 
134200 , 13.19 , 1.55 , 340 , 105.42 , 7.57 
134300 , 13.19 , 1.54 , 350 , 106.08 , 7.46 
134400 , 13.2 , 1.53 , 340 , 104.98 , 7.86 
134500 , 13.19 , 1.54 , 348 , 105.78 , 7.71 
134600 , 13.18 , 1.55 , 338 , 105.67 , 8.06 
134700 , 13.17 , 1.54 , 338 , 104.87 , 7.79 
134800 , 13.17 , 1.52 , 360 , 105.19 , 7.93 
134900 , 13.18 , 1.54 , 356 , 104.97 , 8.16 
135000 , 13.18 , 1.53 , 348 , 105.34 , 7.39 
135100 , 13.14 , 1.57 , 334 , 106.32 , 7.88 
135200 , 13.15 , 1.54 , 362 , 104.76 , 8.12 
135300 , 13.14 , 1.57 , 348 , 106.68 , 7.98 
135400 , 13.13 , 1.54 , 350 , 105.06 , 7.62 
135500 , 13.15 , 1.55 , 342 , 105.98 , 7.77 
135600 , 13.15 , 1.53 , 356 , 105.21 , 7.35 
135700 , 13.15 , 1.55 , 350 , 105.74 , 7.94 
135800 , 13.17 , 1.54 , 342 , 105.29 , 7.79 
135900 , 13.13 , 1.54 , 346 , 105.14 , 7.74 
136000 , 13.14 , 1.55 , 346 , 105.12 , 7.33 
136100 , 13.14 , 1.52 , 356 , 105.1 , 8.08 
136200 , 13.15 , 1.53 , 376 , 104.94 , 7.86 
136300 , 13.14 , 1.54 , 344 , 105.81 , 7.22 
136400 , 13.12 , 1.55 , 358 , 105.58 , 7.89 
136500 , 13.15 , 1.54 , 364 , 104.92 , 7.98 
136600 , 13.12 , 1.55 , 340 , 105.79 , 7.91 
136700 , 13.13 , 1.54 , 350 , 105.2 , 7.99 
136800 , 13.13 , 1.55 , 350 , 105.76 , 7.19 
136900 , 13.13 , 1.53 , 348 , 105.63 , 7.69 
137000 , 13.17 , 1.54 , 350 , 105.6 , 7.37 
137100 , 13.13 , 1.55 , 348 , 105.28 , 7.97 
137200 , 13.11 , 1.53 , 354 , 105.93 , 7.85 
137300 , 13.16 , 1.55 , 348 , 105.58 , 8.15 
137400 , 13.15 , 1.57 , 346 , 105.42 , 7.23 
137500 , 13.11 , 1.54 , 364 , 105.39 , 7.75 
137600 , 13.13 , 1.54 , 350 , 105.12 , 7.7 
137700 , 13.13 , 1.54 , 356 , 105.91 , 7.76 
137800 , 13.14 , 1.53 , 348 , 105.83 , 7.75 
137900 , 13.14 , 1.54 , 344 , 105.58 , 8 
138000 , 13.15 , 1.55 , 334 , 105.06 , 7.52 
138100 , 13.14 , 1.55 , 360 , 106.93 , 7.35 
138200 , 13.14 , 1.55 , 348 , 105.89 , 8.09 
138300 , 13.17 , 1.53 , 358 , 106.29 , 7.95 
138400 , 13.13 , 1.55 , 342 , 107.35 , 7.72 
138500 , 13.14 , 1.56 , 352 , 105.22 , 7.91 
138600 , 13.13 , 1.53 , 368 , 105.2 , 7.4 
138700 , 13.14 , 1.53 , 356 , 106.27 , 7.45 
138800 , 13.13 , 1.55 , 342 , 105.51 , 8.08 
138900 , 13.15 , 1.52 , 372 , 105.3 , 7.67 
139000 , 13.12 , 1.56 , 350 , 105.87 , 8.27 
139100 , 13.17 , 1.5 , 376 , 104.43 , 7.67 
139200 , 13.13 , 1.55 , 342 , 105.32 , 7.53 
139300 , 13.12 , 1.57 , 362 , 106.21 , 7.99 
139400 , 13.14 , 1.57 , 334 , 105.68 , 7.43 
139500 , 13.12 , 1.53 , 352 , 105.18 , 7.98 
139600 , 13.13 , 1.57 , 368 , 107.2 , 7.88 
139700 , 13.14 , 1.52 , 352 , 106.53 , 8.07 
139800 , 13.14 , 1.55 , 348 , 106.36 , 7.56 
139900 , 13.13 , 1.52 , 360 , 106.35 , 8.13 
140000 , 13.14 , 1.56 , 340 , 105.49 , 8.44 
140100 , 13.13 , 1.52 , 342 , 104.47 , 7.78 
140200 , 13.14 , 1.56 , 356 , 106.37 , 7.48 
140300 , 13.15 , 1.59 , 340 , 106.06 , 8.4 
140400 , 13.14 , 1.55 , 348 , 105.4 , 7.52 
140500 , 13.13 , 1.54 , 348 , 105.63 , 7.7 
140600 , 13.12 , 1.58 , 358 , 106.28 , 7.93 
140700 , 13.13 , 1.53 , 368 , 106.23 , 7.5 
140800 , 13.15 , 1.55 , 366 , 105.77 , 7.91 
140900 , 13.15 , 1.52 , 350 , 104.96 , 7.74 
141000 , 13.12 , 1.54 , 356 , 105.51 , 7.55 
141100 , 13.13 , 1.54 , 344 , 105.46 , 7.44 
141200 , 13.13 , 1.55 , 356 , 105.73 , 7.47 
141300 , 13.14 , 1.55 , 346 , 106.02 , 8 
141400 , 13.13 , 1.56 , 354 , 106.19 , 8.02 
141500 , 13.12 , 1.56 , 358 , 105.68 , 7.84 
141600 , 13.13 , 1.53 , 348 , 105.57 , 7.82 
141700 , 13.13 , 1.58 , 360 , 106.38 , 7.46 
141800 , 13.14 , 1.54 , 350 , 105.51 , 7.46 
141900 , 13.13 , 1.53 , 358 , 105.03 , 7.25 
142000 , 13.14 , 1.53 , 350 , 106.2 , 8.18 
142100 , 13.13 , 1.55 , 348 , 105.71 , 7.36 
142200 , 13.14 , 1.52 , 372 , 105.26 , 8.13 
142300 , 13.13 , 1.53 , 354 , 105.87 , 8.16 
142400 , 13.12 , 1.54 , 360 , 105.5 , 8.16 
142500 , 13.12 , 1.53 , 364 , 106.03 , 7.93 
142600 , 13.12 , 1.53 , 356 , 105.92 , 7.9 
142700 , 13.11 , 1.54 , 356 , 105.42 , 7.72 
142800 , 13.13 , 1.53 , 358 , 105.07 , 8.09 
142900 , 13.13 , 1.54 , 362 , 105.38 , 7.87 
143000 , 13.12 , 1.52 , 384 , 104.05 , 7.92 
143100 , 13.12 , 1.53 , 354 , 105.04 , 7.5 
143200 , 13.13 , 1.54 , 350 , 105.57 , 7.38 
143300 , 13.12 , 1.53 , 342 , 105.74 , 7.82 
143400 , 13.13 , 1.61 , 356 , 106.69 , 8 
143500 , 13.12 , 1.52 , 376 , 103.67 , 7.89 
143600 , 13.12 , 1.53 , 358 , 105.52 , 7.64 
143700 , 13.12 , 1.54 , 354 , 105.88 , 8.42 
143800 , 13.13 , 1.56 , 360 , 105.97 , 7.92 
143900 , 13.14 , 1.54 , 350 , 105.9 , 7.94 
144000 , 13.12 , 1.55 , 348 , 105.75 , 7.87 
144100 , 13.14 , 1.54 , 362 , 105.91 , 7.84 
144200 , 13.1 , 1.58 , 348 , 106.15 , 8.1 
144300 , 13.12 , 1.53 , 358 , 106 , 8.17 
144400 , 13.12 , 1.57 , 346 , 105.63 , 7.64 
144500 , 13.12 , 1.54 , 358 , 106.31 , 8.26 
144600 , 13.11 , 1.57 , 352 , 106 , 7.94 
144700 , 13.11 , 1.55 , 362 , 105.44 , 7.73 
144800 , 13.13 , 1.54 , 362 , 105.43 , 7.61 
144900 , 13.12 , 1.58 , 368 , 105.57 , 7.91 
145000 , 13.11 , 1.57 , 356 , 105.59 , 7.76 
145100 , 13.12 , 1.57 , 350 , 105.7 , 7.55 
145200 , 13.13 , 1.57 , 352 , 105.42 , 8.03 
145300 , 13.11 , 1.58 , 352 , 105.53 , 8.35 
145400 , 13.11 , 1.58 , 348 , 105.97 , 8.38 
145500 , 13.12 , 1.55 , 348 , 105.81 , 7.96 
145600 , 13.12 , 1.57 , 350 , 105.9 , 7.68 
145700 , 13.11 , 1.59 , 352 , 105.29 , 8.1 
145800 , 13.12 , 1.54 , 348 , 105.02 , 7.64 
145900 , 13.12 , 1.57 , 350 , 105.94 , 7.48 
146000 , 13.11 , 1.55 , 350 , 105.21 , 8.22 
146100 , 13.13 , 1.59 , 354 , 106.09 , 7.47 
146200 , 13.12 , 1.59 , 356 , 105.47 , 7.72 
146300 , 13.12 , 1.6 , 346 , 106.02 , 7.83 
146400 , 13.12 , 1.58 , 344 , 105.16 , 7.87 
146500 , 13.1 , 1.57 , 356 , 105.47 , 7.55 
146600 , 13.13 , 1.57 , 372 , 105.83 , 7.68 
146700 , 13.13 , 1.56 , 360 , 105.84 , 7.92 
146800 , 13.13 , 1.59 , 362 , 105.42 , 7.48 
146900 , 13.12 , 1.56 , 356 , 105.46 , 8.22 
147000 , 13.12 , 1.58 , 360 , 106.08 , 8.34 
147100 , 13.14 , 1.56 , 344 , 105.52 , 8.1 
147200 , 13.11 , 1.59 , 346 , 105.65 , 7.45 
147300 , 13.13 , 1.57 , 344 , 105.68 , 7.9 
147400 , 13.13 , 1.58 , 344 , 106 , 8.12 
147500 , 13.12 , 1.57 , 342 , 105.88 , 7.71 
147600 , 13.1 , 1.58 , 342 , 105.62 , 8.03 
147700 , 13.11 , 1.57 , 348 , 106.02 , 8.34 
147800 , 13.14 , 1.57 , 340 , 105.87 , 8 
147900 , 13.13 , 1.55 , 344 , 105.24 , 8.12 
148000 , 13.13 , 1.55 , 352 , 105.79 , 8.14 
148100 , 13.14 , 1.56 , 340 , 106.13 , 8.46 
148200 , 13.12 , 1.55 , 354 , 105.49 , 7.98 
148300 , 13.12 , 1.56 , 344 , 104.86 , 7.93 
148400 , 13.12 , 1.55 , 350 , 105.36 , 8.22 
148500 , 13.13 , 1.57 , 344 , 105.64 , 7.81 
148600 , 13.12 , 1.56 , 356 , 105.43 , 8.07 
148700 , 13.1 , 1.56 , 354 , 105.47 , 8.35 
148800 , 13.12 , 1.57 , 350 , 105.46 , 7.97 
148900 , 13.12 , 1.55 , 364 , 104.97 , 7.99 
149000 , 13.11 , 1.52 , 358 , 104.78 , 7.82 
149100 , 13.12 , 1.58 , 346 , 105.98 , 7.76 
149200 , 13.13 , 1.56 , 352 , 106.49 , 7.96 
149300 , 13.13 , 1.55 , 362 , 105.37 , 7.73 
149400 , 13.12 , 1.58 , 362 , 106.05 , 8.07 
149500 , 13.12 , 1.56 , 360 , 105.4 , 8.31 
149600 , 13.11 , 1.59 , 354 , 106.22 , 8.34 
149700 , 13.12 , 1.56 , 344 , 105.97 , 8.51 
149800 , 13.11 , 1.55 , 352 , 104.42 , 8.17 
149900 , 13.13 , 1.56 , 382 , 105.51 , 8.22 
150000 , 13.16 , 1.58 , 362 , 105.91 , 7.47 
150100 , 13.12 , 1.58 , 354 , 106.26 , 7.97 
150200 , 13.13 , 1.57 , 346 , 105.57 , 7.79 
150300 , 13.12 , 1.58 , 358 , 105.47 , 7.6 
150400 , 13.11 , 1.58 , 358 , 105.74 , 7.94 
150500 , 13.11 , 1.59 , 352 , 105.35 , 7.79 
150600 , 13.11 , 1.57 , 348 , 106.31 , 8.1 
150700 , 13.15 , 1.58 , 358 , 105.9 , 8.83 
150800 , 13.13 , 1.56 , 354 , 105.6 , 8.29 
150900 , 13.13 , 1.59 , 348 , 105.69 , 8.05 
151000 , 13.13 , 1.57 , 362 , 105.19 , 8.57 
151100 , 13.14 , 1.57 , 356 , 105.35 , 7.87 
151200 , 13.14 , 1.59 , 358 , 105.68 , 7.92 
151300 , 13.17 , 1.57 , 358 , 106.6 , 7.98 
151400 , 13.17 , 1.59 , 344 , 105.81 , 8.3 
151500 , 13.16 , 1.58 , 348 , 106.25 , 8.18 
151600 , 13.17 , 1.56 , 344 , 105.33 , 8.11 
151700 , 13.19 , 1.56 , 348 , 105.96 , 8.12 
151800 , 13.18 , 1.58 , 342 , 105.83 , 7.98 
151900 , 13.18 , 1.58 , 340 , 106.18 , 7.76 
152000 , 13.19 , 1.58 , 344 , 105.52 , 8.13 
152100 , 13.18 , 1.56 , 346 , 105.61 , 7.98 
152200 , 13.18 , 1.6 , 346 , 105.67 , 8.44 
152300 , 13.2 , 1.57 , 358 , 105.75 , 8.13 
152400 , 13.18 , 1.58 , 344 , 104.99 , 8.31 
152500 , 13.17 , 1.59 , 348 , 105.61 , 7.95 
152600 , 13.18 , 1.61 , 340 , 106.1 , 8.37 
152700 , 13.15 , 1.58 , 348 , 106.15 , 8.1 
152800 , 13.14 , 1.59 , 350 , 105.34 , 8.13 
152900 , 13.16 , 1.59 , 356 , 105.32 , 8.21 
153000 , 13.14 , 1.57 , 352 , 105.73 , 9.15 
153100 , 13.15 , 1.58 , 376 , 105.82 , 8.09 
153200 , 13.16 , 1.59 , 358 , 105.37 , 8.66 
153300 , 13.15 , 1.6 , 348 , 105.86 , 8.25 
153400 , 13.15 , 1.61 , 344 , 105.91 , 7.79 
153500 , 13.15 , 1.59 , 348 , 105.98 , 8.79 
153600 , 13.16 , 1.58 , 350 , 105.81 , 7.86 
153700 , 13.13 , 1.68 , 350 , 106.96 , 8.19 
153800 , 13.16 , 1.56 , 356 , 105.43 , 8.06 
153900 , 13.14 , 1.6 , 348 , 105.61 , 8.71 
154000 , 13.15 , 1.58 , 340 , 105.91 , 8.47 
154100 , 13.15 , 1.58 , 346 , 105.76 , 7.81 
154200 , 13.13 , 1.57 , 354 , 105.79 , 8.04 
154300 , 13.12 , 1.59 , 354 , 106.18 , 8.26 
154400 , 13.14 , 1.59 , 358 , 106.09 , 8.28 
154500 , 13.15 , 1.59 , 368 , 105.72 , 7.45 
154600 , 13.14 , 1.6 , 344 , 105.88 , 7.87 
154700 , 13.16 , 1.57 , 342 , 105.37 , 8 
154800 , 13.15 , 1.57 , 358 , 105.63 , 7.72 
154900 , 13.15 , 1.57 , 348 , 105.98 , 8.24 
155000 , 13.15 , 1.59 , 342 , 105.64 , 8.39 
155100 , 13.14 , 1.59 , 350 , 105.99 , 8.07 
155200 , 13.14 , 1.59 , 342 , 106.41 , 8.02 
155300 , 13.14 , 1.59 , 340 , 105.72 , 8.3 
155400 , 13.13 , 1.57 , 352 , 105.51 , 8.33 
155500 , 13.16 , 1.57 , 356 , 105.96 , 7.95 
155600 , 13.14 , 1.59 , 346 , 105.83 , 7.64 
155700 , 13.15 , 1.6 , 360 , 106.11 , 8.4 
155800 , 13.16 , 1.58 , 336 , 105.69 , 8.23 
155900 , 13.15 , 1.57 , 350 , 105.64 , 7.84 
156000 , 13.15 , 1.57 , 356 , 105.53 , 7.46 
156100 , 13.15 , 1.57 , 348 , 105.95 , 8.4 
156200 , 13.16 , 1.58 , 354 , 106.12 , 8 
156300 , 13.15 , 1.58 , 354 , 105.72 , 7.95 
156400 , 13.13 , 1.56 , 342 , 106.07 , 8.19 
156500 , 13.16 , 1.57 , 346 , 105.41 , 8.06 
156600 , 13.16 , 1.56 , 340 , 105.94 , 7.73 
156700 , 13.15 , 1.56 , 346 , 105.56 , 8.3 
156800 , 13.15 , 1.57 , 348 , 106.04 , 7.65 
156900 , 13.14 , 1.55 , 348 , 105.92 , 8.12 
157000 , 13.16 , 1.57 , 348 , 106.23 , 8.21 
157100 , 13.17 , 1.55 , 356 , 105.44 , 7.65 
157200 , 13.15 , 1.55 , 346 , 105.84 , 7.91 
157300 , 13.16 , 1.57 , 356 , 106.07 , 8.11 
157400 , 13.16 , 1.55 , 366 , 106.22 , 7.96 
157500 , 13.15 , 1.56 , 350 , 105.9 , 8.37 
157600 , 13.16 , 1.56 , 350 , 106 , 7.91 
157700 , 13.15 , 1.56 , 346 , 106.12 , 8.29 
157800 , 13.16 , 1.57 , 356 , 105.75 , 7.73 
157900 , 13.15 , 1.57 , 354 , 106.08 , 7.89 
158000 , 13.14 , 1.56 , 346 , 105.89 , 8.12 
158100 , 13.12 , 1.55 , 338 , 105.59 , 7.83 
158125 , 13.16 , 1.66 , 344 , 105.63 , 7.36 
158200 , 13.15 , 1.56 , 338 , 106.15 , 8.35 
158300 , 13.17 , 1.54 , 334 , 106.84 , 7.84 
158400 , 13.15 , 1.54 , 348 , 106.2 , 7.99 
158500 , 13.15 , 1.53 , 346 , 105.87 , 7.94 
158600 , 13.16 , 1.55 , 342 , 105.83 , 8.07 
158700 , 13.14 , 1.56 , 340 , 106.25 , 7.54 
158800 , 13.13 , 1.56 , 346 , 106.51 , 7.75 
158900 , 13.15 , 1.53 , 350 , 106.55 , 7.77 
159000 , 13.14 , 1.55 , 338 , 105.63 , 8.21 
159100 , 13.17 , 1.55 , 346 , 106.05 , 8.13 
159200 , 13.16 , 1.54 , 344 , 104.93 , 8 
159300 , 13.16 , 1.53 , 344 , 106.43 , 7.65 
159400 , 13.14 , 1.53 , 354 , 105.6 , 7.78 
159500 , 13.15 , 1.55 , 342 , 106.44 , 8.37 
159600 , 13.15 , 1.58 , 346 , 106.71 , 8.43 
159700 , 13.13 , 1.57 , 350 , 105.73 , 7.76 
159800 , 13.12 , 1.55 , 340 , 105.44 , 7.94 
159900 , 13.15 , 1.58 , 338 , 106.01 , 8.17 
160000 , 13.15 , 1.56 , 340 , 105.96 , 8.28 
160100 , 13.13 , 1.56 , 336 , 106.43 , 8.27 
160200 , 13.12 , 1.56 , 346 , 106.74 , 7.92 
160300 , 13.14 , 1.55 , 342 , 106.51 , 7.72 
160400 , 13.16 , 1.55 , 346 , 105.73 , 8.03 
160500 , 13.16 , 1.54 , 352 , 106.03 , 8.4 
160600 , 13.15 , 1.53 , 352 , 104.39 , 7.96 
160700 , 13.15 , 1.54 , 344 , 105.29 , 7.72 
160800 , 13.16 , 1.54 , 352 , 105.43 , 7.83 
160900 , 13.17 , 1.55 , 336 , 106.34 , 7.8 
161000 , 13.14 , 1.55 , 342 , 106.6 , 7.61 
161100 , 13.17 , 1.55 , 334 , 105.99 , 8.07 
161200 , 13.15 , 1.56 , 334 , 106.05 , 7.83 
161300 , 13.17 , 1.56 , 340 , 106.14 , 7.62 
161400 , 13.18 , 1.56 , 348 , 106.57 , 8.16 
161500 , 13.16 , 1.54 , 352 , 105.73 , 8.24 
161600 , 13.16 , 1.57 , 338 , 105.95 , 8.45 
161700 , 13.15 , 1.57 , 348 , 107.05 , 8.2 
161800 , 13.16 , 1.56 , 338 , 105.66 , 8.12 
161900 , 13.18 , 1.54 , 336 , 106.81 , 8.11 
162000 , 13.18 , 1.54 , 342 , 106.43 , 8.37 
162100 , 13.18 , 1.55 , 334 , 106.14 , 8.41 
162200 , 13.16 , 1.55 , 360 , 106.27 , 8.21 
162300 , 13.16 , 1.54 , 354 , 106.08 , 8.15 
162400 , 13.17 , 1.57 , 342 , 106.6 , 8.04 
162500 , 13.17 , 1.55 , 332 , 105.75 , 8.15 
162600 , 13.16 , 1.57 , 344 , 105.69 , 8.63 
162700 , 13.17 , 1.55 , 336 , 105.19 , 8.07 
162800 , 13.18 , 1.56 , 342 , 105.96 , 8.01 
162900 , 13.14 , 1.55 , 342 , 105.56 , 8.06 
163000 , 13.17 , 1.55 , 338 , 105.76 , 8.11 
163100 , 13.16 , 1.55 , 342 , 105.24 , 7.93 
163200 , 13.19 , 1.56 , 338 , 106.39 , 7.87 
163300 , 13.16 , 1.55 , 342 , 106.49 , 8.04 
163400 , 13.15 , 1.56 , 340 , 105.84 , 7.75 
163500 , 13.16 , 1.56 , 340 , 106.32 , 7.83 
163600 , 13.18 , 1.55 , 334 , 105.28 , 7.79 
163700 , 13.17 , 1.55 , 358 , 105.86 , 8.08 
163800 , 13.17 , 1.56 , 338 , 106.14 , 8.05 
163900 , 13.16 , 1.56 , 336 , 105.15 , 7.93 
163970 , 13.17 , 1.71 , 354 , 105.66 , 6.96 
164000 , 13.18 , 1.62 , 352 , 106.79 , 7.8 
164100 , 13.18 , 1.6 , 336 , 105.43 , 8.42 
164200 , 13.18 , 1.55 , 350 , 105.44 , 8.33 
164300 , 13.16 , 1.52 , 342 , 105.29 , 7.78 
164400 , 13.16 , 1.56 , 338 , 106.09 , 8.41 
164500 , 13.19 , 1.55 , 338 , 105 , 8.12 
164600 , 13.17 , 1.57 , 352 , 105.2 , 8.39 
164700 , 13.16 , 1.57 , 340 , 105.92 , 7.99 
164800 , 13.11 , 1.56 , 340 , 105.32 , 7.74 
164900 , 13.16 , 1.58 , 346 , 105.52 , 8.07 
165000 , 13.14 , 1.59 , 340 , 106.43 , 8.02 
165100 , 13.14 , 1.6 , 352 , 106.38 , 8.01 
165200 , 13.16 , 1.58 , 344 , 106.4 , 8.01 
165300 , 13.18 , 1.56 , 342 , 106.03 , 7.99 
165400 , 13.18 , 1.57 , 342 , 105.02 , 8.29 
165500 , 13.17 , 1.57 , 332 , 105.9 , 8.26 
165600 , 13.17 , 1.55 , 336 , 105.08 , 7.46 
165700 , 13.16 , 1.54 , 352 , 105.32 , 8.34 
165800 , 13.19 , 1.54 , 342 , 106.08 , 7.71 
165900 , 13.17 , 1.53 , 338 , 105.09 , 8.16 
166000 , 13.16 , 1.55 , 348 , 105.86 , 7.82 
166100 , 13.18 , 1.54 , 338 , 106.6 , 7.55 
166200 , 13.17 , 1.54 , 334 , 104.75 , 8.43 
166300 , 13.18 , 1.54 , 348 , 105.8 , 8.34 
166400 , 13.17 , 1.61 , 360 , 107.97 , 8.4 
166500 , 13.17 , 1.6 , 342 , 106.89 , 7.91 
166600 , 13.18 , 1.56 , 344 , 106.19 , 7.98 
166700 , 13.17 , 1.56 , 334 , 105.8 , 8.02 
166800 , 13.17 , 1.54 , 336 , 105.65 , 7.56 
166900 , 13.16 , 1.55 , 348 , 105.57 , 7.69 
166901 , 13.17 , 1.7 , 350 , 105.6 , 7.45 
166996 , 13.14 , 1.7 , 344 , 104.53 , 7.23 
166997 , 13.15 , 1.71 , 350 , 103.72 , 7.07 
167000 , 13.16 , 1.73 , 342 , 105.55 , 6.85 
167100 , 13.18 , 1.65 , 342 , 107.43 , 8 
167200 , 13.16 , 1.58 , 336 , 106.16 , 7.85 
167300 , 13.18 , 1.56 , 338 , 106.53 , 8.16 
167400 , 13.17 , 1.58 , 338 , 106.49 , 7.99 
167500 , 13.15 , 1.61 , 344 , 106.88 , 7.72 
167600 , 13.21 , 1.61 , 340 , 106.65 , 8.31 
167700 , 13.13 , 1.59 , 340 , 107.08 , 7.88 
167800 , 13.18 , 1.58 , 336 , 106.82 , 8.28 
167900 , 13.2 , 1.57 , 358 , 105.73 , 7.72 
168000 , 13.18 , 1.59 , 340 , 106.04 , 7.87 
168100 , 13.15 , 1.57 , 336 , 105.6 , 7.91 
168200 , 13.18 , 1.57 , 348 , 104.95 , 8.38 
168300 , 13.16 , 1.57 , 342 , 104.99 , 7.83 
168400 , 13.15 , 1.55 , 348 , 105.94 , 8.16 
168500 , 13.18 , 1.58 , 334 , 106.31 , 8.04 
168600 , 13.16 , 1.58 , 338 , 107.18 , 8.02 
