@relation Training

@attribute COUNT numeric
@attribute "POWER SUPPLY VOLTAGE" numeric
@attribute CURRENT numeric
@attribute FREQUENCY numeric
@attribute "NOISE LEVEL" numeric
@attribute "OPERATING VOLTAGE RANGE" numeric


@data
252800 , 13.19 , 1.62 , 342 , 104.68 , 8.01 
252900 , 13.16 , 1.63 , 352 , 105.79 , 8.27 
253000 , 13.15 , 1.61 , 346 , 105.97 , 8.62 
253100 , 13.16 , 1.6 , 358 , 106.3 , 7.99 
253200 , 13.19 , 1.63 , 340 , 105.37 , 8.36 
253300 , 13.16 , 1.61 , 334 , 105.31 , 8.51 
253400 , 13.14 , 1.61 , 350 , 105.35 , 8.32 
253500 , 13.17 , 1.62 , 360 , 106.06 , 8.65 
253600 , 13.16 , 1.62 , 334 , 106.27 , 7.95 
253700 , 13.16 , 1.62 , 344 , 105.59 , 8.36 
253800 , 13.15 , 1.62 , 338 , 105.46 , 8.52 
253900 , 13.17 , 1.62 , 368 , 104.83 , 8.62 
254000 , 13.15 , 1.61 , 356 , 104.82 , 8.51 
254100 , 13.18 , 1.64 , 336 , 105.68 , 7.94 
254200 , 13.15 , 1.61 , 360 , 105.08 , 8.35 
254300 , 13.15 , 1.63 , 346 , 106.23 , 8.56 
254400 , 13.18 , 1.62 , 358 , 104.98 , 8.61 
254500 , 13.17 , 1.62 , 348 , 106.42 , 8.37 
254600 , 13.19 , 1.62 , 346 , 105.73 , 8.06 
254700 , 13.17 , 1.6 , 346 , 104.78 , 8.13 
254800 , 13.2 , 1.61 , 370 , 105.94 , 8.56 
254900 , 13.17 , 1.61 , 368 , 104.98 , 8.78 
255000 , 13.17 , 1.6 , 390 , 105.14 , 8.1 
255100 , 13.17 , 1.61 , 388 , 105 , 8.24 
255200 , 13.18 , 1.61 , 370 , 105.15 , 7.84 
255300 , 13.13 , 1.61 , 350 , 105.51 , 8.49 
255400 , 13.16 , 1.61 , 372 , 105.93 , 8.79 
255500 , 13.16 , 1.61 , 368 , 104.7 , 8.29 
255600 , 13.16 , 1.61 , 340 , 105.33 , 8.68 
255700 , 13.16 , 1.61 , 368 , 105.93 , 8.15 
255800 , 13.18 , 1.61 , 340 , 104.99 , 8.55 
255900 , 13.19 , 1.62 , 342 , 106.02 , 7.99 
256000 , 13.16 , 1.64 , 336 , 105.43 , 8.29 
256100 , 13.16 , 1.6 , 354 , 105.17 , 8.08 
256200 , 13.18 , 1.59 , 354 , 105.52 , 7.89 
256300 , 13.16 , 1.6 , 376 , 104.88 , 8.21 
256400 , 13.17 , 1.6 , 356 , 104.89 , 8.05 
256500 , 13.17 , 1.59 , 342 , 106.51 , 8.17 
256600 , 13.16 , 1.59 , 342 , 106.62 , 8.18 
256700 , 13.18 , 1.61 , 344 , 106.02 , 8.27 
256800 , 13.18 , 1.58 , 334 , 106.07 , 8.21 
256900 , 13.17 , 1.57 , 338 , 106.34 , 8.59 
257000 , 13.18 , 1.61 , 346 , 105.3 , 8.12 
257100 , 13.16 , 1.62 , 348 , 104.97 , 8.09 
257200 , 13.16 , 1.6 , 340 , 105.45 , 8.69 
257300 , 13.17 , 1.6 , 344 , 105.08 , 8.44 
257400 , 13.19 , 1.59 , 340 , 106.12 , 8.44 
257500 , 13.18 , 1.59 , 342 , 104.52 , 8.03 
257600 , 13.17 , 1.6 , 352 , 106.38 , 8.29 
257700 , 13.19 , 1.59 , 352 , 105.97 , 8.02 
257800 , 13.19 , 1.58 , 350 , 104.63 , 8.5 
257900 , 13.19 , 1.6 , 348 , 104.93 , 8.51 
258000 , 13.18 , 1.59 , 352 , 105.77 , 8.72 
258100 , 13.21 , 1.55 , 338 , 105.45 , 8.37 
258200 , 13.17 , 1.63 , 340 , 105.36 , 8.3 
258300 , 13.16 , 1.62 , 332 , 105.09 , 7.96 
258400 , 13.18 , 1.61 , 348 , 104.51 , 7.98 
258500 , 13.18 , 1.61 , 336 , 105.61 , 7.88 
258600 , 13.17 , 1.62 , 374 , 105.1 , 8.6 
258700 , 13.18 , 1.63 , 342 , 105.12 , 8.48 
258800 , 13.17 , 1.61 , 344 , 105.9 , 8.77 
258900 , 13.18 , 1.6 , 360 , 105.19 , 8.13 
259000 , 13.2 , 1.61 , 346 , 105.16 , 8.53 
259100 , 13.17 , 1.6 , 362 , 105.53 , 8.14 
259200 , 13.21 , 1.61 , 362 , 104.58 , 8.08 
259300 , 13.18 , 1.61 , 338 , 106.03 , 8.19 
259400 , 13.19 , 1.6 , 354 , 104.57 , 8.46 
259500 , 13.18 , 1.6 , 372 , 105.82 , 8.44 
259600 , 13.17 , 1.6 , 366 , 104.61 , 8.02 
259700 , 13.22 , 1.62 , 342 , 105.4 , 7.91 
259800 , 13.21 , 1.61 , 356 , 105.26 , 8.74 
259900 , 13.18 , 1.6 , 380 , 105.74 , 8.34 
260000 , 13.2 , 1.59 , 388 , 105.12 , 8.27 
260100 , 13.2 , 1.61 , 354 , 105.1 , 8.41 
260200 , 13.17 , 1.61 , 342 , 105.71 , 8.48 
260300 , 13.18 , 1.62 , 374 , 105.45 , 8.31 
260400 , 13.19 , 1.61 , 354 , 105.89 , 8.23 
260500 , 13.2 , 1.61 , 388 , 104.91 , 8.4 
260600 , 13.19 , 1.6 , 412 , 105.01 , 8.71 
260700 , 13.19 , 1.6 , 398 , 104.99 , 8.48 
260800 , 13.21 , 1.61 , 352 , 106.01 , 8.87 
260900 , 13.19 , 1.61 , 396 , 105.28 , 8.5 
261000 , 13.2 , 1.62 , 360 , 105.41 , 8.85 
261100 , 13.17 , 1.62 , 336 , 104.19 , 8.21 
261200 , 13.16 , 1.61 , 394 , 105.09 , 8.72 
261300 , 13.17 , 1.62 , 352 , 105.13 , 8.02 
261400 , 13.19 , 1.61 , 354 , 104.6 , 8.4 
261500 , 13.2 , 1.62 , 346 , 105.76 , 8.73 
261600 , 13.19 , 1.62 , 336 , 104.94 , 8.24 
261700 , 13.17 , 1.6 , 358 , 105.64 , 7.94 
261800 , 13.16 , 1.61 , 382 , 105.67 , 8.64 
261900 , 13.18 , 1.61 , 370 , 105.41 , 8.22 
262000 , 13.21 , 1.61 , 372 , 105.04 , 8.09 
262100 , 13.17 , 1.6 , 378 , 105.23 , 8 
262200 , 13.16 , 1.6 , 388 , 104.69 , 8.27 
262300 , 13.15 , 1.61 , 388 , 105.02 , 8.19 
262400 , 13.18 , 1.6 , 338 , 104.98 , 7.94 
262500 , 13.16 , 1.6 , 400 , 104.84 , 7.91 
262600 , 13.18 , 1.6 , 378 , 105.86 , 8.11 
262700 , 13.15 , 1.61 , 368 , 105.44 , 8.33 
262800 , 13.16 , 1.6 , 354 , 104.87 , 8.53 
262900 , 13.19 , 1.6 , 390 , 105.48 , 8.66 
263000 , 13.15 , 1.59 , 410 , 105.59 , 8.32 
263100 , 13.17 , 1.59 , 388 , 105.64 , 8.57 
263200 , 13.18 , 1.59 , 418 , 103.67 , 8.16 
263300 , 13.17 , 1.6 , 358 , 105.98 , 8.69 
263400 , 13.15 , 1.59 , 380 , 105.51 , 8.46 
263500 , 13.15 , 1.59 , 420 , 105.26 , 8.32 
263600 , 13.13 , 1.59 , 402 , 105.1 , 8.18 
263700 , 13.16 , 1.6 , 374 , 104.95 , 8.51 
263800 , 13.13 , 1.59 , 354 , 105.76 , 8.24 
263900 , 13.18 , 1.6 , 360 , 104.9 , 8.46 
264000 , 13.16 , 1.59 , 396 , 105.87 , 8.77 
264100 , 13.19 , 1.59 , 392 , 104.67 , 8.83 
264200 , 13.17 , 1.6 , 382 , 105.69 , 8.84 
264300 , 13.18 , 1.6 , 348 , 106.08 , 7.97 
264400 , 13.14 , 1.6 , 334 , 105 , 8.39 
264500 , 13.15 , 1.6 , 346 , 105.96 , 8.35 
264600 , 13.16 , 1.61 , 340 , 105.04 , 8.43 
264700 , 13.14 , 1.6 , 368 , 105.58 , 8.37 
264800 , 13.17 , 1.61 , 368 , 105.17 , 8.08 
264900 , 13.16 , 1.61 , 384 , 105.89 , 8.17 
265000 , 13.17 , 1.6 , 394 , 104.95 , 8.82 
265100 , 13.15 , 1.6 , 384 , 105.4 , 8.43 
265200 , 13.17 , 1.6 , 378 , 105.41 , 8.18 
265300 , 13.15 , 1.6 , 414 , 104.25 , 8.75 
265400 , 13.16 , 1.61 , 376 , 104.99 , 8.25 
265500 , 13.14 , 1.6 , 382 , 106.46 , 8.63 
265600 , 13.16 , 1.6 , 348 , 105.84 , 8.84 
265700 , 13.14 , 1.62 , 352 , 105.54 , 8.36 
265800 , 13.14 , 1.59 , 352 , 106.14 , 8.71 
265900 , 13.12 , 1.61 , 342 , 106.28 , 8.29 
266000 , 13.16 , 1.6 , 388 , 105.4 , 8.51 
266100 , 13.15 , 1.59 , 406 , 105.14 , 8.17 
266200 , 13.16 , 1.6 , 352 , 105.17 , 8.12 
266300 , 13.14 , 1.61 , 342 , 106.16 , 8.51 
266400 , 13.14 , 1.6 , 374 , 105 , 8.76 
266500 , 13.13 , 1.57 , 350 , 105.88 , 7.94 
266600 , 13.14 , 1.59 , 402 , 104.32 , 8.16 
266700 , 13.17 , 1.61 , 340 , 105.06 , 8.52 
266800 , 13.15 , 1.63 , 346 , 104.49 , 8.17 
266900 , 13.13 , 1.6 , 344 , 105.68 , 8.17 
267000 , 13.15 , 1.61 , 352 , 106.16 , 8.92 
267100 , 13.12 , 1.62 , 340 , 105.26 , 8.18 
267200 , 13.12 , 1.61 , 448 , 105.06 , 8.09 
267300 , 13.15 , 1.6 , 366 , 105.62 , 8.83 
267400 , 13.14 , 1.61 , 436 , 106.21 , 8.05 
267500 , 13.14 , 1.6 , 394 , 105.26 , 8.01 
267600 , 13.16 , 1.6 , 408 , 105.07 , 8.62 
267700 , 13.15 , 1.61 , 410 , 105.56 , 8.27 
267800 , 13.14 , 1.64 , 344 , 105.74 , 8.86 
267900 , 13.16 , 1.61 , 404 , 104.69 , 8.76 
268000 , 13.14 , 1.61 , 424 , 105.8 , 8.85 
268100 , 13.14 , 1.61 , 440 , 104.55 , 8.79 
268200 , 13.12 , 1.59 , 454 , 104.89 , 8.12 
268300 , 13.15 , 1.66 , 464 , 104.49 , 7.95 
268400 , 13.14 , 1.6 , 420 , 104.36 , 8.58 
268500 , 13.17 , 1.61 , 468 , 104.74 , 8.53 
268600 , 13.17 , 1.6 , 454 , 104.08 , 8.84 
268700 , 13.16 , 1.6 , 436 , 103.8 , 8.36 
268800 , 13.15 , 1.59 , 426 , 103.83 , 8.81 
268900 , 13.14 , 1.59 , 450 , 103.08 , 7.91 
269000 , 13.15 , 1.6 , 406 , 103.99 , 8.56 
269100 , 13.15 , 1.6 , 464 , 103.89 , 8.84 
269200 , 13.14 , 1.61 , 420 , 105.18 , 8.62 
269300 , 13.13 , 1.6 , 490 , 103.43 , 8.29 
269400 , 13.17 , 1.6 , 466 , 105.55 , 8.23 
269500 , 13.13 , 1.6 , 502 , 104.46 , 8.03 
269600 , 13.14 , 1.59 , 470 , 104.27 , 8.68 
269700 , 13.16 , 1.58 , 444 , 103.66 , 7.99 
269800 , 13.16 , 1.58 , 494 , 103 , 8.02 
269900 , 13.14 , 1.6 , 456 , 104.42 , 8.37 
270000 , 13.18 , 1.6 , 424 , 104.31 , 8.26 
270100 , 13.15 , 1.59 , 466 , 103.34 , 8.14 
270200 , 13.13 , 1.59 , 464 , 105.22 , 8.48 
270300 , 13.18 , 1.59 , 518 , 103.59 , 8.49 
270400 , 13.15 , 1.61 , 356 , 106.33 , 8.89 
270500 , 13.16 , 1.59 , 432 , 104.21 , 8.46 
270600 , 13.16 , 1.58 , 428 , 105.01 , 8.23 
270700 , 13.18 , 1.59 , 398 , 104.94 , 8.11 
270800 , 13.18 , 1.59 , 404 , 104.88 , 8.23 
270900 , 13.15 , 1.59 , 380 , 104.06 , 8.28 
271000 , 13.17 , 1.59 , 406 , 105.3 , 8.5 
271100 , 13.17 , 1.6 , 394 , 105.2 , 8.66 
271200 , 13.18 , 1.6 , 354 , 105.8 , 8.09 
271300 , 13.17 , 1.6 , 360 , 105.68 , 8.28 
271400 , 13.16 , 1.62 , 372 , 106.46 , 8.09 
271500 , 13.18 , 1.6 , 388 , 105.47 , 8.16 
271600 , 13.16 , 1.6 , 376 , 105.52 , 8.51 
271700 , 13.2 , 1.6 , 364 , 106.04 , 8.88 
271800 , 13.17 , 1.59 , 406 , 105.62 , 8.38 
271900 , 13.17 , 1.59 , 442 , 105 , 8.63 
272000 , 13.17 , 1.6 , 390 , 105.49 , 7.99 
272100 , 13.17 , 1.59 , 364 , 106.31 , 8.21 
272200 , 13.19 , 1.61 , 358 , 105.98 , 8.4 
272300 , 13.21 , 1.57 , 370 , 105.2 , 8.58 
272400 , 13.17 , 1.59 , 362 , 105.19 , 8.71 
272500 , 13.15 , 1.58 , 362 , 105.66 , 7.87 
272600 , 13.18 , 1.57 , 356 , 105.58 , 7.81 
272700 , 13.18 , 1.56 , 360 , 104.82 , 8.08 
272800 , 13.19 , 1.59 , 354 , 105.21 , 8.21 
272900 , 13.16 , 1.56 , 356 , 104.84 , 8.66 
273000 , 13.16 , 1.62 , 348 , 104.86 , 8.98 
273100 , 13.17 , 1.56 , 354 , 104.55 , 8.38 
273200 , 13.17 , 1.55 , 344 , 102.94 , 8.61 
273300 , 13.16 , 1.58 , 358 , 104.85 , 8.24 
273400 , 13.17 , 1.59 , 338 , 105.22 , 7.92 
273500 , 13.18 , 1.57 , 354 , 105.26 , 8.01 
273600 , 13.17 , 1.54 , 354 , 103.32 , 8.09 
273700 , 13.17 , 1.56 , 332 , 104.99 , 7.93 
273800 , 13.19 , 1.58 , 340 , 104.67 , 8.17 
273900 , 13.18 , 1.55 , 358 , 102.8 , 7.88 
274000 , 13.16 , 1.57 , 344 , 103.81 , 8.02 
274100 , 13.19 , 1.54 , 336 , 104.47 , 8.44 
274200 , 13.2 , 1.56 , 344 , 105.03 , 8.54 
274300 , 13.19 , 1.55 , 348 , 104.53 , 8.32 
274400 , 13.18 , 1.54 , 344 , 103.23 , 8.37 
274500 , 13.19 , 1.55 , 348 , 104.15 , 8.04 
274600 , 13.19 , 1.54 , 352 , 103.44 , 8.2 
274700 , 13.17 , 1.57 , 364 , 105.5 , 8.12 
274800 , 13.16 , 1.59 , 352 , 105.2 , 8.15 
274900 , 13.17 , 1.56 , 342 , 105.9 , 8.07 
275000 , 13.17 , 1.59 , 362 , 105.12 , 8.59 
275100 , 13.2 , 1.58 , 348 , 105.49 , 8.3 
275200 , 13.18 , 1.57 , 346 , 105.49 , 8.43 
275300 , 13.16 , 1.63 , 334 , 104.9 , 8.37 
275400 , 13.16 , 1.56 , 344 , 104.86 , 8.55 
275500 , 13.13 , 1.57 , 338 , 104.43 , 8.59 
275600 , 13.18 , 1.57 , 350 , 104.66 , 8.71 
275700 , 13.15 , 1.54 , 342 , 103.41 , 8.03 
275800 , 13.18 , 1.52 , 360 , 104.53 , 8.57 
275900 , 13.19 , 1.54 , 346 , 104.03 , 8.26 
276000 , 13.18 , 1.58 , 342 , 105.8 , 8.46 
276100 , 13.17 , 1.56 , 340 , 104.84 , 8.08 
276200 , 13.19 , 1.55 , 336 , 103.31 , 7.95 
276300 , 13.15 , 1.55 , 338 , 103.95 , 8.45 
276400 , 13.16 , 1.55 , 342 , 104.7 , 8.83 
276500 , 13.19 , 1.56 , 342 , 105.43 , 8.4 
276600 , 13.19 , 1.56 , 332 , 106.68 , 8.59 
276700 , 13.18 , 1.59 , 344 , 105.95 , 8.94 
276800 , 13.18 , 1.58 , 352 , 106.27 , 8.51 
276900 , 13.16 , 1.56 , 354 , 105.94 , 8.8 
277000 , 13.2 , 1.63 , 342 , 105.35 , 8.51 
277100 , 13.18 , 1.58 , 338 , 105.73 , 8.75 
277200 , 13.18 , 1.57 , 338 , 105.18 , 8.48 
277300 , 13.16 , 1.59 , 352 , 104.7 , 8.49 
277400 , 13.21 , 1.55 , 342 , 105.07 , 8.69 
277500 , 13.2 , 1.57 , 342 , 105.53 , 8.36 
277600 , 13.18 , 1.55 , 336 , 104.82 , 8.24 
277700 , 13.17 , 1.58 , 334 , 106.17 , 7.99 
277800 , 13.2 , 1.57 , 340 , 105.08 , 8.29 
277900 , 13.19 , 1.56 , 338 , 104.16 , 8.4 
278000 , 13.19 , 1.58 , 336 , 105.26 , 8.78 
278100 , 13.15 , 1.58 , 338 , 106.01 , 8.15 
278200 , 13.19 , 1.58 , 338 , 105.01 , 8.32 
278300 , 13.17 , 1.58 , 342 , 105.56 , 8.17 
278400 , 13.2 , 1.57 , 332 , 106.89 , 8.66 
278500 , 13.2 , 1.58 , 342 , 105.33 , 8.8 
278600 , 13.18 , 1.59 , 338 , 104.6 , 7.95 
278700 , 13.17 , 1.57 , 340 , 104.92 , 8.55 
278800 , 13.15 , 1.59 , 338 , 104.99 , 8.37 
278900 , 13.19 , 1.58 , 338 , 105.13 , 8.15 
279000 , 13.17 , 1.58 , 338 , 105.69 , 8.7 
279100 , 13.18 , 1.59 , 340 , 104.94 , 8.84 
279200 , 13.19 , 1.58 , 332 , 105.51 , 8.87 
279213 , 13.18 , 1.69 , 348 , 105.18 , 7.46 
279298 , 13.2 , 1.65 , 352 , 105.82 , 7.8 
279300 , 13.19 , 1.66 , 336 , 104.76 , 7.22 
279400 , 13.21 , 1.59 , 340 , 104.83 , 8.11 
279500 , 13.19 , 1.58 , 342 , 104.8 , 8.74 
279600 , 13.17 , 1.57 , 346 , 104.56 , 8.62 
279700 , 13.2 , 1.58 , 346 , 104.63 , 8.59 
279800 , 13.21 , 1.57 , 340 , 104.09 , 8.01 
279900 , 13.19 , 1.58 , 334 , 105.27 , 8.69 
280000 , 13.18 , 1.55 , 338 , 103.82 , 8.56 
280100 , 13.18 , 1.59 , 334 , 104.99 , 8.69 
280200 , 13.19 , 1.55 , 338 , 104.78 , 8.1 
280300 , 13.16 , 1.58 , 354 , 105.07 , 8.86 
280400 , 13.15 , 1.58 , 338 , 104.88 , 8.57 
280500 , 13.16 , 1.58 , 344 , 105.95 , 8.73 
280600 , 13.15 , 1.59 , 344 , 105.04 , 8.21 
280700 , 13.16 , 1.57 , 350 , 104.08 , 8.34 
280800 , 13.15 , 1.6 , 338 , 105.21 , 8.92 
280900 , 13.12 , 1.57 , 342 , 104.26 , 8.64 
281000 , 13.14 , 1.57 , 344 , 104.08 , 8.42 
281100 , 13.16 , 1.64 , 350 , 104.26 , 8.73 
281200 , 13.12 , 1.63 , 344 , 106.02 , 8.38 
281300 , 13.15 , 1.64 , 348 , 104.85 , 8.32 
281400 , 13.17 , 1.62 , 362 , 105.46 , 9.1 
281500 , 13.16 , 1.63 , 348 , 105.17 , 8.67 
281600 , 13.18 , 1.62 , 344 , 105.5 , 8.14 
281700 , 13.18 , 1.62 , 348 , 104.72 , 8.81 
281800 , 13.16 , 1.63 , 368 , 104.21 , 8.61 
281900 , 13.18 , 1.61 , 342 , 104.4 , 8.08 
282000 , 13.16 , 1.61 , 334 , 105.77 , 8.42 
282100 , 13.19 , 1.61 , 344 , 105.09 , 8.23 
282200 , 13.16 , 1.61 , 332 , 106.12 , 9.04 
282300 , 13.18 , 1.62 , 340 , 105.49 , 8.95 
282400 , 13.16 , 1.61 , 342 , 105.06 , 8.98 
282500 , 13.18 , 1.62 , 366 , 104.92 , 8.52 
282600 , 13.17 , 1.63 , 346 , 104.81 , 8.38 
282700 , 13.17 , 1.63 , 344 , 105.66 , 8.59 
282800 , 13.19 , 1.64 , 354 , 105.34 , 8.7 
282900 , 13.2 , 1.63 , 352 , 105.08 , 9.06 
283000 , 13.16 , 1.61 , 354 , 105.8 , 8.31 
283100 , 13.19 , 1.61 , 346 , 104.92 , 8.91 
283200 , 13.18 , 1.64 , 346 , 105.67 , 8.32 
283300 , 13.16 , 1.65 , 356 , 104.99 , 8.63 
283400 , 13.14 , 1.64 , 336 , 104.53 , 8.59 
283500 , 13.18 , 1.64 , 344 , 105.03 , 8.63 
283600 , 13.17 , 1.64 , 348 , 105.07 , 8.66 
283700 , 13.18 , 1.64 , 350 , 105.3 , 8.27 
283800 , 13.2 , 1.65 , 354 , 104.65 , 8.52 
283900 , 13.16 , 1.63 , 344 , 105.23 , 9 
283989 , 13.17 , 1.7 , 350 , 106.96 , 8.3 
284000 , 13.18 , 1.7 , 358 , 106.23 , 8.18 
284100 , 13.2 , 1.63 , 342 , 105.36 , 8.34 
284200 , 13.17 , 1.63 , 340 , 104.95 , 8.37 
284300 , 13.18 , 1.63 , 346 , 105.2 , 8.88 
284400 , 13.17 , 1.64 , 352 , 104.81 , 8.35 
284500 , 13.18 , 1.63 , 338 , 105.44 , 8.93 
284600 , 13.16 , 1.63 , 350 , 105.76 , 8.21 
284700 , 13.18 , 1.63 , 342 , 105.06 , 8.28 
284800 , 13.19 , 1.63 , 346 , 104.89 , 8.68 
284900 , 13.17 , 1.63 , 362 , 104.09 , 8.2 
285000 , 13.2 , 1.63 , 344 , 103.98 , 8.29 
285100 , 13.18 , 1.66 , 356 , 105.79 , 8.02 
285200 , 13.17 , 1.62 , 348 , 104.55 , 8.73 
285241 , 13.17 , 1.69 , 356 , 106.95 , 5.3 
285300 , 13.19 , 1.64 , 346 , 103.71 , 8.58 
285400 , 13.18 , 1.62 , 332 , 104.94 , 8.43 
285500 , 13.2 , 1.62 , 350 , 104.97 , 8.45 
285600 , 13.21 , 1.62 , 352 , 104.12 , 8.87 
285700 , 13.17 , 1.62 , 342 , 104.21 , 8.8 
285800 , 13.16 , 1.63 , 360 , 104.65 , 8.55 
285900 , 13.17 , 1.64 , 338 , 105.64 , 8.61 
286000 , 13.18 , 1.64 , 346 , 106.41 , 8.16 
286100 , 13.2 , 1.62 , 344 , 105.51 , 8.31 
286200 , 13.19 , 1.62 , 354 , 104.15 , 8.18 
286300 , 13.23 , 1.61 , 354 , 104.76 , 8.42 
286400 , 13.18 , 1.62 , 364 , 104.08 , 8.42 
286500 , 13.19 , 1.62 , 360 , 104.37 , 8.48 
286600 , 13.19 , 1.62 , 352 , 104.47 , 8.4 
286700 , 13.18 , 1.63 , 340 , 105.33 , 8.3 
286800 , 13.17 , 1.61 , 358 , 104.25 , 8.67 
286900 , 13.17 , 1.64 , 344 , 104.78 , 8.22 
287000 , 13.18 , 1.61 , 374 , 104.63 , 8.27 
287100 , 13.17 , 1.62 , 344 , 104.68 , 8.75 
287200 , 13.18 , 1.64 , 350 , 104.22 , 8.1 
287300 , 13.19 , 1.61 , 376 , 104.38 , 8.86 
287400 , 13.2 , 1.62 , 370 , 105.07 , 8.66 
287500 , 13.19 , 1.62 , 354 , 104.14 , 8.25 
287600 , 13.16 , 1.64 , 356 , 105.14 , 8.78 
287700 , 13.18 , 1.62 , 380 , 104.45 , 8.77 
287800 , 13.17 , 1.61 , 342 , 105 , 8.71 
287900 , 13.17 , 1.61 , 418 , 105.16 , 8.35 
288000 , 13.19 , 1.63 , 342 , 104.97 , 8.22 
288100 , 13.21 , 1.61 , 372 , 106.01 , 8.89 
288200 , 13.16 , 1.62 , 358 , 105.12 , 8.48 
288300 , 13.18 , 1.64 , 378 , 103.94 , 8.53 
288400 , 13.18 , 1.62 , 358 , 104.51 , 8.07 
288500 , 13.17 , 1.65 , 352 , 105.15 , 7.88 
288600 , 13.15 , 1.63 , 364 , 104.7 , 8.09 
288700 , 13.16 , 1.62 , 376 , 103.82 , 8.71 
288800 , 13.17 , 1.64 , 348 , 104.3 , 8.79 
288900 , 13.15 , 1.61 , 388 , 105.1 , 8.83 
289000 , 13.16 , 1.61 , 384 , 105.35 , 8.66 
289100 , 13.17 , 1.6 , 400 , 105.36 , 8.15 
289200 , 13.19 , 1.62 , 384 , 104.8 , 8.59 
289300 , 13.15 , 1.61 , 398 , 105.29 , 8.88 
289400 , 13.17 , 1.62 , 380 , 104.22 , 8.51 
289500 , 13.15 , 1.61 , 412 , 104.91 , 8.35 
289600 , 13.15 , 1.61 , 408 , 104.69 , 8.8 
289700 , 13.14 , 1.62 , 348 , 104.52 , 8.14 
289800 , 13.17 , 1.63 , 362 , 105.64 , 8.35 
289900 , 13.19 , 1.62 , 342 , 105.93 , 8.71 
290000 , 13.19 , 1.64 , 338 , 103.88 , 8.89 
290100 , 13.18 , 1.63 , 344 , 104.99 , 8.5 
290200 , 13.17 , 1.63 , 356 , 104.73 , 7.95 
290300 , 13.15 , 1.62 , 366 , 104.95 , 8.84 
290400 , 13.15 , 1.63 , 340 , 104.73 , 8.4 
290500 , 13.18 , 1.65 , 346 , 105.22 , 8.35 
290600 , 13.18 , 1.63 , 346 , 104.93 , 8.02 
290700 , 13.14 , 1.62 , 356 , 105.38 , 8.83 
290800 , 13.17 , 1.63 , 346 , 105.17 , 8.62 
290900 , 13.15 , 1.64 , 342 , 105.24 , 8.19 
291000 , 13.15 , 1.63 , 350 , 106.23 , 8.33 
291100 , 13.17 , 1.63 , 342 , 104.88 , 8.8 
291200 , 13.17 , 1.63 , 342 , 104.88 , 8.53 
291300 , 13.19 , 1.66 , 360 , 104.83 , 8.32 
291400 , 13.17 , 1.64 , 348 , 104.63 , 8.05 
291500 , 13.17 , 1.64 , 350 , 104.43 , 8.69 
291600 , 13.17 , 1.64 , 348 , 104.81 , 8.24 
291700 , 13.16 , 1.64 , 348 , 104.85 , 8.49 
291800 , 13.17 , 1.63 , 354 , 105.56 , 8.63 
291900 , 13.16 , 1.64 , 338 , 104.31 , 8.8 
292000 , 13.15 , 1.63 , 344 , 105.56 , 8.4 
292100 , 13.2 , 1.64 , 348 , 104.28 , 8.7 
292200 , 13.16 , 1.64 , 348 , 103.88 , 8.87 
292300 , 13.18 , 1.63 , 346 , 104.3 , 8.38 
292400 , 13.16 , 1.65 , 354 , 105.25 , 8.88 
292500 , 13.17 , 1.63 , 346 , 105.36 , 8.16 
292600 , 13.16 , 1.64 , 344 , 104.66 , 8.72 
292700 , 13.19 , 1.63 , 350 , 105.21 , 8.02 
292800 , 13.16 , 1.63 , 342 , 104.93 , 8.1 
292900 , 13.17 , 1.62 , 346 , 105.46 , 8.49 
293000 , 13.15 , 1.63 , 342 , 105.02 , 8.25 
293100 , 13.17 , 1.61 , 334 , 105.77 , 8.11 
293200 , 13.18 , 1.62 , 334 , 106.68 , 8.37 
293300 , 13.16 , 1.64 , 344 , 104.92 , 8.33 
293400 , 13.15 , 1.63 , 346 , 104.81 , 8.74 
293500 , 13.18 , 1.64 , 350 , 105.36 , 8.99 
293600 , 13.16 , 1.63 , 352 , 104.51 , 8.69 
293700 , 13.17 , 1.65 , 348 , 104.1 , 8.46 
293800 , 13.15 , 1.63 , 334 , 104.59 , 8.78 
293856 , 13.17 , 1.67 , 350 , 106.05 , 7.44 
293868 , 13.18 , 1.66 , 358 , 106.21 , 7.48 
293900 , 13.17 , 1.68 , 350 , 105.06 , 7.61 
294000 , 13.16 , 1.65 , 342 , 106.56 , 8.57 
294100 , 13.16 , 1.64 , 338 , 105 , 8.02 
294200 , 13.17 , 1.62 , 336 , 105.42 , 8.6 
294300 , 13.19 , 1.66 , 346 , 106.17 , 8.38 
294400 , 13.17 , 1.65 , 342 , 104.62 , 8.15 
294500 , 13.19 , 1.64 , 360 , 105.23 , 8.23 
294600 , 13.13 , 1.64 , 348 , 104.57 , 8.59 
294700 , 13.17 , 1.64 , 334 , 105.22 , 7.96 
294800 , 13.17 , 1.64 , 350 , 105.2 , 8.87 
294900 , 13.17 , 1.64 , 358 , 105.07 , 8.62 
295000 , 13.17 , 1.64 , 358 , 104.18 , 8.31 
295086 , 13.16 , 1.74 , 348 , 106.93 , 8.03 
295100 , 13.2 , 1.71 , 352 , 105.99 , 7.8 
295200 , 13.16 , 1.64 , 346 , 104.41 , 8.68 
295300 , 13.15 , 1.65 , 340 , 104.59 , 8.48 
295400 , 13.15 , 1.64 , 352 , 105.38 , 8.77 
